sale_id,date,customer_id,product_id,quantity,first_name,last_name,email,country,gender,age,product_name,category,unit_price,supplier,total_price
16964,2025-09-06,2576,233,2,Patrick,Todd,kimberly84@yahoo.com,Bouvet Island (Bouvetoya),Female,37,Night Light 233,Desk Lamp,73.9,Alexander-Johnson,147.8
17643,2025-06-12,4045,233,1,Joshua,Ramirez,baxterbrian@schmidt.com,Anguilla,Male,55,Night Light 233,Desk Lamp,73.9,Alexander-Johnson,73.9
18984,2025-04-27,3364,233,1,Michael,Jones,brendaparrish@gmail.com,Canada,Female,20,Night Light 233,Desk Lamp,73.9,Alexander-Johnson,73.9
19098,2025-02-06,1908,233,3,Anne,Ortiz,christopher81@fernandez-hernandez.com,Reunion,Male,68,Night Light 233,Desk Lamp,73.9,Alexander-Johnson,221.70000000000002
19474,2025-04-23,4830,233,3,Cassandra,Fields,bellbrian@gmail.com,Cook Islands,Male,19,Night Light 233,Desk Lamp,73.9,Alexander-Johnson,221.70000000000002
19928,2025-05-16,4460,233,1,Christopher,Ross,johnsonashley@hotmail.com,Equatorial Guinea,Female,24,Night Light 233,Desk Lamp,73.9,Alexander-Johnson,73.9
298,2025-07-11,4461,166,3,Christine,Hawkins,melissa60@hotmail.com,Niger,Female,61,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
420,2025-06-16,187,166,3,Michelle,Robles,adam30@yahoo.com,Senegal,Female,18,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
1091,2025-01-07,4356,166,1,Alan,Robinson,walvarado@gmail.com,Luxembourg,Male,58,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
1415,2025-04-03,2811,166,4,Christopher,Rogers,copelanddylan@hotmail.com,United Kingdom,Male,46,Desk Lamp 166,LED Strip,57.76,Bird-Collins,231.04
1423,2025-06-17,4858,166,3,Cheryl,Estes,kerriparks@hotmail.com,Spain,Male,25,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
2466,2025-01-24,1204,166,2,Alexandria,Edwards,jamessmith@yahoo.com,Grenada,Female,27,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
3856,2025-06-15,1048,166,2,William,Preston,vanessa44@yahoo.com,Samoa,Male,56,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
4160,2025-04-21,4749,166,2,Stephen,Gardner,mitchellkrista@hotmail.com,Zimbabwe,Male,27,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
4536,2025-04-07,1019,166,2,Casey,Davis,fgrimes@yahoo.com,British Virgin Islands,Female,20,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
4655,2025-08-17,1128,166,4,Maria,Collins,kstuart@smith.net,Brunei Darussalam,Female,50,Desk Lamp 166,LED Strip,57.76,Bird-Collins,231.04
4882,2025-01-12,660,166,2,Edward,Watkins,welchjennifer@watson.net,Norway,Female,40,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
5255,2025-09-06,3968,166,1,Jennifer,Weaver,kathleenwebster@mcdaniel-shaw.com,Saint Helena,Female,43,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
5707,2024-12-27,799,166,1,William,Carter,traceyguerra@brady-williams.com,Bermuda,Male,57,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
5818,2025-06-18,3402,166,4,Benjamin,Martinez,joshua04@yahoo.com,Austria,Female,59,Desk Lamp 166,LED Strip,57.76,Bird-Collins,231.04
6523,2025-05-04,4222,166,2,Jaclyn,Perkins,chloelawson@sanford-walters.info,Saint Martin,Female,57,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
7200,2025-07-15,1223,166,1,Diana,Hunter,stephaniegillespie@smith.com,Holy See (Vatican City State),Male,56,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
7250,2025-05-27,742,166,4,Mia,Gibson,stephaniecoleman@copeland.org,Djibouti,Female,56,Desk Lamp 166,LED Strip,57.76,Bird-Collins,231.04
7318,2025-02-18,4198,166,2,Lauren,Thompson,bradley89@king.com,Madagascar,Male,21,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
7480,2025-05-22,2173,166,3,Antonio,Buck,martindavid@hotmail.com,Northern Mariana Islands,Male,67,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
8313,2025-05-31,930,166,2,Christopher,Miller,clarkdavid@bradshaw.com,Libyan Arab Jamahiriya,Male,49,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
8680,2025-01-20,4975,166,1,Nicholas,Donaldson,oholmes@gmail.com,Congo,Female,20,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
9223,2025-05-18,1781,166,2,Tina,Mccoy,xmorris@hotmail.com,Albania,Female,29,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
9395,2025-10-12,2640,166,3,Jose,Herrera,winterschristopher@hotmail.com,Benin,Female,69,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
10616,2025-04-09,1382,166,1,Mary,Price,deanna05@carter-grant.org,Morocco,Female,35,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
10626,2025-10-20,3942,166,1,Jacob,Dudley,jamie08@hotmail.com,Saint Vincent and the Grenadines,Female,33,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
11226,2025-01-28,1761,166,1,Dawn,Graham,maryramsey@gmail.com,Mozambique,Female,55,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
12249,2025-03-14,3664,166,2,Deborah,Knight,ohorn@gmail.com,Mauritius,Male,47,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
12497,2024-12-10,971,166,2,Jeffrey,Flowers,godonnell@robinson.com,Macedonia,Female,49,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
12676,2025-10-24,144,166,1,Monique,White,herringbrenda@medina.biz,Equatorial Guinea,Female,45,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
12845,2025-09-03,4608,166,4,Sara,Knox,aleczavala@sawyer.com,Peru,Female,28,Desk Lamp 166,LED Strip,57.76,Bird-Collins,231.04
12937,2025-04-17,1229,166,4,Shane,Levine,melissadodson@gmail.com,Paraguay,Female,22,Desk Lamp 166,LED Strip,57.76,Bird-Collins,231.04
13395,2024-11-06,3828,166,3,Jessica,Contreras,williamsjohn@hotmail.com,Tokelau,Male,42,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
13435,2025-03-02,2064,166,1,Amanda,Mccullough,hjacobs@gmail.com,Netherlands,Female,19,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
13846,2025-09-01,17,166,2,Jeffrey,Gutierrez,brianna41@gmail.com,Korea,Female,49,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
14008,2025-07-06,2052,166,3,Sharon,Williams,michael84@christian.info,Liechtenstein,Male,66,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
14722,2025-06-24,2184,166,1,Mary,Franco,ndiaz@bailey-ross.info,Netherlands Antilles,Female,64,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
16603,2024-11-24,1382,166,1,Mary,Price,deanna05@carter-grant.org,Morocco,Female,35,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
17630,2025-09-13,153,166,1,Samuel,Lambert,kathrynsantana@rodriguez.org,Cook Islands,Male,40,Desk Lamp 166,LED Strip,57.76,Bird-Collins,57.76
18068,2025-07-30,2279,166,2,Travis,Gregory,antonio59@hotmail.com,French Southern Territories,Male,35,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
18373,2025-02-15,3629,166,2,Karen,Martinez,gmoran@willis.info,Saint Barthelemy,Female,57,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
18429,2025-06-25,3000,166,3,Timothy,Malone,russellelizabeth@colon.com,Austria,Female,46,Desk Lamp 166,LED Strip,57.76,Bird-Collins,173.28
18444,2024-10-28,689,166,2,Jesse,Ellis,brownkevin@dominguez.com,Gambia,Male,30,Desk Lamp 166,LED Strip,57.76,Bird-Collins,115.52
19996,2025-08-01,4337,166,4,Carla,Obrien,arthur70@miller-lee.com,Greece,Female,29,Desk Lamp 166,LED Strip,57.76,Bird-Collins,231.04
299,2025-01-04,353,38,1,Sheila,Anderson,michelle38@anderson.net,American Samoa,Male,60,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
382,2024-12-18,4891,38,2,Sharon,Moses,matthew06@sweeney.org,Monaco,Female,33,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
1056,2025-05-02,529,38,2,Andrew,Moss,gabriellafrench@wilson-dennis.com,Mauritius,Female,54,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
1298,2025-08-20,1664,38,1,Brent,Henry,brian85@hotmail.com,Hong Kong,Male,53,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
1331,2024-12-05,1288,38,1,Morgan,Rogers,lmyers@yahoo.com,Andorra,Female,69,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
1379,2025-01-12,2291,38,3,Stephanie,Reynolds,coreypierce@bradley-jones.com,Angola,Female,47,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
1798,2025-04-14,2968,38,3,Antonio,Parker,bakerchristian@porter.com,Guatemala,Male,23,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
1926,2025-09-08,2760,38,1,Dalton,Lee,jessica68@caldwell.com,Trinidad and Tobago,Male,36,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
2540,2025-10-25,2417,38,3,Heather,Williams,ebarnes@yahoo.com,Kenya,Female,69,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
2913,2025-10-21,272,38,2,Kevin,Moore,moraleskelly@hotmail.com,United Kingdom,Female,62,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
3129,2025-07-22,3525,38,1,Emily,Williams,olsenmichelle@jennings.org,Turks and Caicos Islands,Male,46,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
3296,2025-03-04,1361,38,3,Curtis,Russell,shull@gomez.biz,Hungary,Female,25,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
3403,2025-10-15,2333,38,2,William,Garrett,lkline@hotmail.com,Tunisia,Female,23,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
3562,2024-12-10,1527,38,3,Jose,Wood,riddleann@arnold.com,American Samoa,Male,44,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
3576,2025-07-15,1719,38,1,Laura,Miller,richardcarter@gmail.com,Japan,Female,26,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
3590,2025-08-23,1663,38,4,Michael,Martinez,qmoran@yahoo.com,Argentina,Female,66,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
3633,2025-06-20,1385,38,1,Devin,Henderson,johnsoncrystal@gmail.com,Belgium,Male,55,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
3985,2024-12-28,4850,38,1,Mark,Elliott,smithvincent@yahoo.com,Benin,Female,55,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
4172,2025-09-12,1630,38,3,Catherine,Rivas,pwalker@evans.biz,Turkey,Female,63,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
4631,2025-04-28,1217,38,1,Lisa,Leonard,dixonpaul@yahoo.com,Benin,Female,65,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
5327,2025-05-18,1089,38,4,Nicholas,Mason,brownreginald@roach.info,Haiti,Female,46,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
6308,2025-05-12,2954,38,4,Sarah,Newman,stephanierobles@morales.com,Singapore,Female,50,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
6318,2025-01-10,4926,38,4,Kyle,Gonzalez,erinfreeman@gmail.com,Bulgaria,Female,50,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
6629,2024-12-23,2365,38,2,Tonya,Murphy,moorejoshua@smith-burke.info,Ireland,Female,53,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
8906,2025-08-14,2965,38,4,Peter,Ponce,tanyanash@ruiz-vega.org,Guyana,Female,39,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
9499,2025-09-08,1269,38,3,John,Hubbard,brucethompson@yahoo.com,Afghanistan,Male,20,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
9640,2025-04-21,2563,38,4,Jane,Sullivan,sloanemily@ballard.biz,Chile,Female,68,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
9948,2024-11-18,2066,38,2,Jose,Alvarez,james72@miranda.org,Guatemala,Female,57,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
10018,2025-08-26,3256,38,1,Paul,Wilson,sandra52@kramer.com,Chile,Female,42,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
10916,2025-07-28,482,38,2,Adam,King,krystalhenderson@gmail.com,Senegal,Female,43,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
11485,2025-01-26,1919,38,1,Christopher,Edwards,hjenkins@gmail.com,Tunisia,Male,34,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
12015,2025-02-04,3958,38,1,Crystal,Martin,cobbwayne@yahoo.com,Suriname,Male,69,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
12138,2024-12-24,1918,38,1,Brandy,Miller,mike96@sullivan.com,Palestinian Territory,Female,45,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
12278,2025-06-06,2507,38,3,Shannon,Silva,jill20@foster.com,Mexico,Male,60,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
14119,2025-09-23,2423,38,3,Leonard,Allen,matthew85@hotmail.com,Hungary,Male,36,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
14217,2025-09-25,4715,38,1,Alexandra,Campbell,tomwilliams@glenn.com,Armenia,Female,68,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
14388,2025-03-21,2809,38,4,Mary,York,jakegreen@vaughn.org,Guatemala,Male,43,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
14525,2025-06-12,2497,38,1,Michelle,Jimenez,mario83@yahoo.com,Dominica,Female,19,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
15275,2025-06-05,1627,38,4,Scott,Hood,bruce59@hotmail.com,Sri Lanka,Male,47,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
15775,2025-02-12,4614,38,2,Brandi,Thomas,williamcastillo@yahoo.com,Cocos (Keeling) Islands,Male,49,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
17212,2025-01-08,3145,38,3,Juan,Whitney,steven71@mills.com,Malaysia,Male,33,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
17533,2025-08-20,426,38,1,John,Davis,langernest@gmail.com,Guadeloupe,Male,58,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
17655,2025-09-06,3578,38,2,Jessica,Perez,iduncan@gmail.com,Montenegro,Male,51,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
18449,2025-01-06,2919,38,1,Kyle,Davidson,christine57@hotmail.com,Ethiopia,Female,41,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,109.91
18719,2025-08-12,406,38,4,Gene,Reynolds,dsmith@mack-wilson.com,Croatia,Female,62,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,439.64
18982,2025-03-02,2176,38,3,Suzanne,Marshall,normakirby@hotmail.com,India,Male,49,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
19032,2025-04-28,4680,38,3,Marcus,Myers,hbaker@gmail.com,Switzerland,Female,55,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
19093,2025-01-09,4481,38,2,Todd,Barrera,vsmith@holmes.biz,Marshall Islands,Male,45,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,219.82
19208,2025-05-20,3353,38,3,Michael,Jacobs,erik02@meza.com,Christmas Island,Male,37,LED Strip 38,Desk Lamp,109.91,Jones-Obrien,329.73
300,2025-06-14,4508,491,3,Amber,Lane,xbrown@hotmail.com,Turkey,Female,61,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",347.46
359,2025-01-30,3575,491,4,Samantha,Riddle,ramirezdawn@simpson.com,Dominican Republic,Male,39,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
373,2025-06-06,2259,491,3,Daniel,Gonzalez,fishermatthew@rodriguez-johnson.com,Greenland,Female,36,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",347.46
1342,2025-01-04,1459,491,1,Karen,Taylor,daniel35@hotmail.com,Ukraine,Female,48,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",115.82
1454,2025-06-22,1942,491,4,Kayla,Knapp,ghall@nixon-schroeder.com,Serbia,Female,36,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
2455,2025-08-11,762,491,4,Colleen,Gilmore,kristin09@hotmail.com,Poland,Female,65,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
3085,2025-01-26,2337,491,2,Sean,Johnson,ghensley@yahoo.com,Equatorial Guinea,Male,64,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
3103,2024-11-15,3575,491,1,Samantha,Riddle,ramirezdawn@simpson.com,Dominican Republic,Male,39,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",115.82
3371,2025-06-22,2773,491,2,Terri,Clark,jeremiah06@smith-campbell.com,Angola,Female,64,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
4048,2025-07-20,3993,491,1,Robert,Davis,zlong@hotmail.com,Papua New Guinea,Female,37,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",115.82
4589,2025-04-19,2304,491,3,Jennifer,Lee,awalker@medina.com,Israel,Male,58,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",347.46
5316,2025-05-20,2202,491,2,Anthony,Flores,christopher08@ramirez-holloway.info,Guernsey,Female,60,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
6134,2024-11-17,626,491,1,Kathleen,Young,robertlee@simmons.com,Norway,Female,67,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",115.82
6761,2025-07-05,1374,491,2,Anthony,Huynh,lcarter@johnson.org,Ecuador,Female,34,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
6889,2025-08-17,3681,491,3,Jonathan,Horton,parkertammy@curtis.com,Djibouti,Male,31,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",347.46
7240,2025-08-24,2761,491,4,Alyssa,Caldwell,christian13@black.net,China,Female,23,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
7689,2024-12-11,2415,491,4,Jacob,Gibson,brianaallison@yahoo.com,Burkina Faso,Female,39,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
7746,2025-01-11,592,491,2,Hunter,Horton,richard34@gmail.com,Poland,Female,58,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
7962,2024-10-30,1571,491,2,Teresa,Adkins,elizabeth43@lewis.com,India,Female,47,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
8227,2025-08-21,1870,491,1,Joe,Rodriguez,boonekim@hotmail.com,Northern Mariana Islands,Female,49,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",115.82
8391,2024-11-07,3340,491,1,Patrick,Miller,cmcconnell@gmail.com,Turks and Caicos Islands,Male,57,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",115.82
10706,2025-09-20,3218,491,2,Rodney,Goodman,freemandonald@yahoo.com,Niger,Female,19,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
10953,2025-02-08,24,491,4,Eric,Tyler,francisco67@hotmail.com,Nepal,Female,64,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
11799,2025-02-26,3531,491,4,Ann,Mendoza,tcox@hotmail.com,Sri Lanka,Female,44,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
13331,2024-12-07,2559,491,3,Kevin,Evans,ryanrosales@gmail.com,Serbia,Female,37,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",347.46
14223,2025-02-09,1027,491,1,Aaron,Bartlett,icollins@yahoo.com,Ethiopia,Female,35,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",115.82
15230,2025-01-14,561,491,2,Ross,Haynes,harrellkimberly@gmail.com,Spain,Female,66,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
15915,2024-11-23,1604,491,4,Jennifer,Davis,sherryclark@rasmussen.com,Pakistan,Male,44,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
16470,2024-12-18,1261,491,4,Edward,Gray,sandra66@gmail.com,Korea,Male,31,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",463.28
16474,2025-01-23,3337,491,2,Heather,James,smiller@frazier.com,Afghanistan,Female,19,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
17319,2024-11-02,1665,491,2,Troy,Reynolds,mariaweaver@yahoo.com,Australia,Male,30,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
18300,2025-02-06,1019,491,3,Casey,Davis,fgrimes@yahoo.com,British Virgin Islands,Female,20,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",347.46
18479,2025-04-07,631,491,3,Tiffany,Juarez,jeremyjohnson@yahoo.com,Kiribati,Male,58,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",347.46
19437,2025-06-09,4655,491,2,Sean,Chandler,blloyd@yahoo.com,Oman,Female,26,LED Strip 491,Desk Lamp,115.82,"Johnson, Jacobson and Chavez",231.64
301,2025-10-23,4831,444,1,Jennifer,Lopez,zsanders@brown.com,Nepal,Male,23,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",53.38
368,2024-12-08,3241,444,3,Patricia,Allen,jeremyrobinson@hotmail.com,Dominican Republic,Female,52,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
948,2024-12-01,3425,444,3,Kelly,Edwards,jennamason@nolan-jenkins.com,Spain,Male,51,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
4134,2025-05-16,1521,444,1,John,Ortiz,jenniferdavis@hotmail.com,South Africa,Female,42,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",53.38
4319,2025-09-06,1135,444,4,Molly,Jones,lmedina@brown.com,Senegal,Male,52,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",213.52
4605,2024-11-16,474,444,3,Jamie,Mack,tammyharrington@maddox.com,Reunion,Female,45,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
6234,2025-10-08,942,444,3,Timothy,Miller,thomastimothy@henderson.org,Svalbard & Jan Mayen Islands,Male,27,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
7846,2025-05-20,4375,444,1,John,Silva,kim16@english.biz,French Southern Territories,Male,43,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",53.38
8014,2025-07-28,2978,444,3,Toni,Conrad,itaylor@hotmail.com,Mauritania,Male,45,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
8109,2025-03-05,4016,444,4,Patrick,Chandler,sherylgonzalez@yahoo.com,Estonia,Female,24,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",213.52
8230,2025-02-02,2606,444,2,Christopher,Rivera,johncruz@yahoo.com,Swaziland,Male,20,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",106.76
9170,2025-05-29,3887,444,1,Randy,Delacruz,ppetty@hotmail.com,Uzbekistan,Female,61,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",53.38
9894,2025-03-24,3158,444,3,Jason,Hood,hallmatthew@thomas-harrison.com,Uzbekistan,Male,39,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
10388,2025-01-12,721,444,2,Christopher,Johnson,ksmith@gmail.com,Iceland,Female,34,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",106.76
10514,2025-10-27,4799,444,4,Sally,Simpson,yrivera@gmail.com,Mozambique,Female,22,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",213.52
11671,2025-01-05,1251,444,2,William,Smith,tfoster@hotmail.com,Jersey,Male,18,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",106.76
11694,2024-11-16,3812,444,3,William,Jackson,efisher@gmail.com,Vanuatu,Male,29,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
11980,2025-06-27,709,444,1,Keith,Wright,dylanwong@gmail.com,Burundi,Female,33,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",53.38
12147,2025-04-28,2065,444,1,Michael,Harrington,bushsharon@yahoo.com,Romania,Male,18,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",53.38
12399,2025-10-11,73,444,4,Nancy,Gutierrez,danawashington@hotmail.com,Solomon Islands,Male,19,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",213.52
12681,2024-11-18,2021,444,4,Thomas,Alexander,ltaylor@mccoy.org,New Zealand,Male,32,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",213.52
12925,2025-08-26,397,444,3,Russell,Ho,hgonzalez@harrison.com,Holy See (Vatican City State),Female,58,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
13520,2025-01-15,2832,444,3,Crystal,Mclean,williamwalker@gmail.com,Puerto Rico,Female,55,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
14573,2025-02-17,292,444,4,Kellie,Cole,craigbailey@davis.com,Northern Mariana Islands,Male,60,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",213.52
16408,2025-09-22,3978,444,3,Laura,Cunningham,christophercoleman@gmail.com,Egypt,Female,45,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
16537,2025-02-19,2281,444,3,John,Steele,juanperez@gillespie.net,Eritrea,Female,58,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
17019,2025-09-01,2872,444,2,Laura,Collins,vreynolds@gmail.com,Jamaica,Female,36,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",106.76
17314,2025-06-02,308,444,3,Rachel,Vaughn,perezstephen@martinez.com,United States Minor Outlying Islands,Female,53,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",160.14000000000001
18403,2025-10-13,985,444,2,Ellen,Cunningham,zbarber@harding.com,Togo,Female,45,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",106.76
18663,2025-07-25,1979,444,1,Alexis,Williams,knichols@hotmail.com,Kenya,Male,27,LED Strip 444,Lamp,53.38,"Jackson, Garcia and Ramsey",53.38
